Year,Infectious diseases,Age,Region,Value
2023,ill_3_m_m_r,age_vac_1_under_1_year,,96.5
2024,ill_3_m_m_r,age_vac_1_under_1_year,,81.5
2015,ill_3_m_m_r,age_vac_1_under_1_year,,96.5
2016,ill_3_m_m_r,age_vac_1_under_1_year,,95.9
2017,ill_3_m_m_r,age_vac_1_under_1_year,,91.9
2018,ill_3_m_m_r,age_vac_1_under_1_year,,91.6
2019,ill_3_m_m_r,age_vac_1_under_1_year,,100
2020,ill_3_m_m_r,age_vac_1_under_1_year,,100
2021,ill_3_m_m_r,age_vac_1_under_1_year,,100
2022,ill_3_m_m_r,age_vac_1_under_1_year,,95.6
2023,ill_3_m_m_r,age_vac_1_under_1_year,,93.3
2024,ill_3_m_m_r,age_vac_1_under_1_year,,84.3
2015,ill_3_m_m_r,age_vac_1_under_1_year,,67.3
2016,ill_3_m_m_r,age_vac_1_under_1_year,,67.3
2017,ill_3_m_m_r,age_vac_1_under_1_year,,68.9
2018,ill_3_m_m_r,age_vac_1_under_1_year,,74.5
2019,ill_3_m_m_r,age_vac_1_under_1_year,,72.1
2020,ill_3_m_m_r,age_vac_1_under_1_year,,71.9
2021,ill_3_m_m_r,age_vac_1_under_1_year,,68.6
2022,ill_3_m_m_r,age_vac_1_under_1_year,,84.2
2023,ill_3_m_m_r,age_vac_1_under_1_year,,64.5
2024,ill_3_m_m_r,age_vac_1_under_1_year,,66.6
2015,ill_3_m_m_r,age_vac_1_under_1_year,,94
2016,ill_3_m_m_r,age_vac_1_under_1_year,,93.2
2017,ill_3_m_m_r,age_vac_1_under_1_year,,94.5
2018,ill_3_m_m_r,age_vac_1_under_1_year,,94.7
2019,ill_3_m_m_r,age_vac_1_under_1_year,,92.5
2020,ill_3_m_m_r,age_vac_1_under_1_year,,92.6
2022,ill_3_m_m_r,age_vac_1_under_1_year,,95.2
2023,ill_3_m_m_r,age_vac_1_under_1_year,,99.7
2024,ill_3_m_m_r,age_vac_1_under_1_year,,94.4
2015,ill_3_m_m_r,age_vac_1_under_1_year,,63.8
2016,ill_3_m_m_r,age_vac_1_under_1_year,,67.6
2017,ill_3_m_m_r,age_vac_1_under_1_year,,73.9
2019,ill_3_m_m_r,age_vac_1_under_1_year,,72.2
2020,ill_3_m_m_r,age_vac_1_under_1_year,,76.2
2022,ill_3_m_m_r,age_vac_1_under_1_year,,85.9
2023,ill_3_m_m_r,age_vac_1_under_1_year,,63.9
2024,ill_3_m_m_r,age_vac_1_under_1_year,,69.2
2015,ill_3_m_m_r,age_vac_1_under_1_year,,95.1
2016,ill_3_m_m_r,age_vac_1_under_1_year,,97.4
2018,ill_3_m_m_r,age_vac_1_under_1_year,,96.3
2019,ill_3_m_m_r,age_vac_1_under_1_year,,90.1
2021,ill_3_m_m_r,age_vac_1_under_1_year,,92.3
2022,ill_3_m_m_r,age_vac_1_under_1_year,,96.1
2023,ill_3_m_m_r,age_vac_1_under_1_year,,75.3
2024,ill_3_m_m_r,age_vac_1_under_1_year,,77.4
2016,ill_3_m_m_r,age_vac_1_under_1_year,,86.2
2017,ill_3_m_m_r,age_vac_1_under_1_year,,89.1
2018,ill_3_m_m_r,age_vac_1_under_1_year,,90.5
2019,ill_3_m_m_r,age_vac_1_under_1_year,,88.8
2020,ill_3_m_m_r,age_vac_1_under_1_year,,87.6
2021,ill_3_m_m_r,age_vac_1_under_1_year,,76
2022,ill_3_m_m_r,age_vac_1_under_1_year,,89.4
2023,ill_3_m_m_r,age_vac_1_under_1_year,,95.9
2024,ill_3_m_m_r,age_vac_1_under_1_year,,74.2
2015,ill_3_m_m_r,age_vac_1_under_1_year,,71.3
2016,ill_3_m_m_r,age_vac_1_under_1_year,,76.5
2017,ill_3_m_m_r,age_vac_1_under_1_year,,80.7
2019,ill_3_m_m_r,age_vac_1_under_1_year,,73
2021,ill_3_m_m_r,age_vac_1_under_1_year,,77.4
2022,ill_3_m_m_r,age_vac_1_under_1_year,,89
2023,ill_3_m_m_r,age_vac_1_under_1_year,,75.5
2024,ill_3_m_m_r,age_vac_1_under_1_year,,77.1
2015,ill_3_m_m_r,age_vac_1_under_1_year,,69.2
2016,ill_3_m_m_r,age_vac_1_under_1_year,,69.7
2017,ill_3_m_m_r,age_vac_1_under_1_year,,87.5
2019,ill_3_m_m_r,age_vac_1_under_1_year,,77.7
2020,ill_3_m_m_r,age_vac_1_under_1_year,,73.8
2022,ill_3_m_m_r,age_vac_1_under_1_year,,96.9
2023,ill_3_m_m_r,age_vac_1_under_1_year,,96.1
2024,ill_3_m_m_r,age_vac_1_under_1_year,,78.8
2015,ill_3_m_m_r,age_vac_1_under_1_year,,86.6
2016,ill_3_m_m_r,age_vac_1_under_1_year,,86.7
2017,ill_3_m_m_r,age_vac_1_under_1_year,,90.1
2018,ill_3_m_m_r,age_vac_1_under_1_year,,94.2
2019,ill_3_m_m_r,age_vac_1_under_1_year,,87.1
2020,ill_3_m_m_r,age_vac_1_under_1_year,,83.8
2021,ill_3_m_m_r,age_vac_1_under_1_year,,73.8
2022,ill_3_m_m_r,age_vac_1_under_1_year,,93.1
2023,ill_3_m_m_r,age_vac_1_under_1_year,,78.4
2024,ill_3_m_m_r,age_vac_1_under_1_year,,67.3
2015,ill_3_m_m_r,age_vac_1_under_1_year,,83.1
2016,ill_3_m_m_r,age_vac_1_under_1_year,,86.4
2018,ill_3_m_m_r,age_vac_1_under_1_year,,82.1
2019,ill_3_m_m_r,age_vac_1_under_1_year,,85
2021,ill_3_m_m_r,age_vac_1_under_1_year,,68
2023,ill_3_m_m_r,age_vac_1_under_1_year,,91.3
2024,ill_3_m_m_r,age_vac_1_under_1_year,,86.6
2015,ill_3_m_m_r,age_vac_1_under_1_year,,80.2
2019,ill_3_m_m_r,age_vac_1_under_1_year,,81.3
2020,ill_3_m_m_r,age_vac_1_under_1_year,,86
2021,ill_3_m_m_r,age_vac_1_under_1_year,,95.6
2022,ill_3_m_m_r,age_vac_1_under_1_year,,91.9
2023,ill_3_m_m_r,age_vac_1_under_1_year,,93
2024,ill_3_m_m_r,age_vac_1_under_1_year,,87.5
2015,ill_3_m_m_r,age_vac_1_under_1_year,,89.1
2017,ill_3_m_m_r,age_vac_1_under_1_year,,87.4
2018,ill_3_m_m_r,age_vac_1_under_1_year,,84
2019,ill_3_m_m_r,age_vac_1_under_1_year,,83.5
2020,ill_3_m_m_r,age_vac_1_under_1_year,,88.1
2021,ill_3_m_m_r,age_vac_1_under_1_year,,99.9
2022,ill_3_m_m_r,age_vac_1_under_1_year,,92.6
2023,ill_3_m_m_r,age_vac_1_under_1_year,,85.1
2024,ill_3_m_m_r,age_vac_1_under_1_year,,84.5
2015,ill_3_m_m_r,age_vac_1_under_1_year,35_reg_Kyiv_city,89.6
2016,ill_3_m_m_r,age_vac_1_under_1_year,35_reg_Kyiv_city,90.6
2017,ill_3_m_m_r,age_vac_1_under_1_year,35_reg_Kyiv_city,89
2018,ill_3_m_m_r,age_vac_1_under_1_year,35_reg_Kyiv_city,90.4
2019,ill_3_m_m_r,age_vac_1_under_1_year,35_reg_Kyiv_city,89.7
2020,ill_3_m_m_r,age_vac_1_under_1_year,35_reg_Kyiv_city,91.8
2021,ill_3_m_m_r,age_vac_1_under_1_year,35_reg_Kyiv_city,88.4
2022,ill_3_m_m_r,age_vac_1_under_1_year,35_reg_Kyiv_city,98.7
2023,ill_3_m_m_r,age_vac_1_under_1_year,35_reg_Kyiv_city,90
2024,ill_3_m_m_r,age_vac_1_under_1_year,35_reg_Kyiv_city,84.4
2016,ill_3_m_m_r,age_vac_1_under_1_year,,83
2018,ill_3_m_m_r,age_vac_1_under_1_year,,81.8
2019,ill_3_m_m_r,age_vac_1_under_1_year,,80.1
2020,ill_3_m_m_r,age_vac_1_under_1_year,,78.1
2021,ill_3_m_m_r,age_vac_1_under_1_year,,59.7
2022,ill_3_m_m_r,age_vac_1_under_1_year,,73.6
2023,ill_3_m_m_r,age_vac_1_under_1_year,,47
2024,ill_3_m_m_r,age_vac_1_under_1_year,,85.1
2015,ill_3_m_m_r,age_vac_1_under_1_year,11_reg_Vinnytsya,82.8
2016,ill_3_m_m_r,age_vac_1_under_1_year,11_reg_Vinnytsya,84.1
2017,ill_3_m_m_r,age_vac_1_under_1_year,11_reg_Vinnytsya,82.9
2018,ill_3_m_m_r,age_vac_1_under_1_year,11_reg_Vinnytsya,81.3
2019,ill_3_m_m_r,age_vac_1_under_1_year,11_reg_Vinnytsya,75.1
2020,ill_3_m_m_r,age_vac_1_under_1_year,11_reg_Vinnytsya,75.4
2021,ill_3_m_m_r,age_vac_1_under_1_year,11_reg_Vinnytsya,49.1
2022,ill_3_m_m_r,age_vac_1_under_1_year,11_reg_Vinnytsya,74.6
2023,ill_3_m_m_r,age_vac_1_under_1_year,11_reg_Vinnytsya,53
2024,ill_3_m_m_r,age_vac_1_under_1_year,11_reg_Vinnytsya,83.7
2015,ill_3_m_m_r,age_vac_1_under_1_year,12_reg_Volyn,90
2016,ill_3_m_m_r,age_vac_1_under_1_year,12_reg_Volyn,91.6
2017,ill_3_m_m_r,age_vac_1_under_1_year,12_reg_Volyn,94.1
2018,ill_3_m_m_r,age_vac_1_under_1_year,12_reg_Volyn,91.9
2019,ill_3_m_m_r,age_vac_1_under_1_year,12_reg_Volyn,82
2020,ill_3_m_m_r,age_vac_1_under_1_year,12_reg_Volyn,80.2
2021,ill_3_m_m_r,age_vac_1_under_1_year,12_reg_Volyn,56
2022,ill_3_m_m_r,age_vac_1_under_1_year,12_reg_Volyn,88.3
2023,ill_3_m_m_r,age_vac_1_under_1_year,12_reg_Volyn,40.3
2024,ill_3_m_m_r,age_vac_1_under_1_year,12_reg_Volyn,76.5
2015,ill_3_m_m_r,age_vac_1_under_1_year,13_reg_Dnipropetrovsk,88
2016,ill_3_m_m_r,age_vac_1_under_1_year,13_reg_Dnipropetrovsk,99.3
2017,ill_3_m_m_r,age_vac_1_under_1_year,13_reg_Dnipropetrovsk,94.9
2018,ill_3_m_m_r,age_vac_1_under_1_year,13_reg_Dnipropetrovsk,96.6
2019,ill_3_m_m_r,age_vac_1_under_1_year,13_reg_Dnipropetrovsk,79.9
2020,ill_3_m_m_r,age_vac_1_under_1_year,13_reg_Dnipropetrovsk,81.7
2021,ill_3_m_m_r,age_vac_1_under_1_year,13_reg_Dnipropetrovsk,62.9
2022,ill_3_m_m_r,age_vac_1_under_1_year,13_reg_Dnipropetrovsk,49.1
2023,ill_3_m_m_r,age_vac_1_under_1_year,13_reg_Dnipropetrovsk,18.2
2024,ill_3_m_m_r,age_vac_1_under_1_year,13_reg_Dnipropetrovsk,86.1
2015,ill_3_m_m_r,age_vac_1_under_1_year,,87
2016,ill_3_m_m_r,age_vac_1_under_1_year,,75.2
2018,ill_3_m_m_r,age_vac_1_under_1_year,,82.6
2020,ill_3_m_m_r,age_vac_1_under_1_year,,63.3
2021,ill_3_m_m_r,age_vac_1_under_1_year,,60.6
2022,ill_3_m_m_r,age_vac_1_under_1_year,,84.3
2023,ill_3_m_m_r,age_vac_1_under_1_year,,54.9
2024,ill_3_m_m_r,age_vac_1_under_1_year,,76.7
2015,ill_3_m_m_r,age_vac_1_under_1_year,,88.4
2016,ill_3_m_m_r,age_vac_1_under_1_year,,91.9
2018,ill_3_m_m_r,age_vac_1_under_1_year,,86.4
2019,ill_3_m_m_r,age_vac_1_under_1_year,,88.4
2021,ill_3_m_m_r,age_vac_1_under_1_year,,64.5
2022,ill_3_m_m_r,age_vac_1_under_1_year,,58.2
2023,ill_3_m_m_r,age_vac_1_under_1_year,,30
2024,ill_3_m_m_r,age_vac_1_under_1_year,,84.2
2015,ill_3_m_m_r,age_vac_1_under_1_year,,70.7
2016,ill_3_m_m_r,age_vac_1_under_1_year,,68.9
2017,ill_3_m_m_r,age_vac_1_under_1_year,,69.1
2018,ill_3_m_m_r,age_vac_1_under_1_year,,63.4
2019,ill_3_m_m_r,age_vac_1_under_1_year,,70.3
2020,ill_3_m_m_r,age_vac_1_under_1_year,,59.2
2021,ill_3_m_m_r,age_vac_1_under_1_year,,52.7
2022,ill_3_m_m_r,age_vac_1_under_1_year,,55.9
2023,ill_3_m_m_r,age_vac_1_under_1_year,,31.1
2024,ill_3_m_m_r,age_vac_1_under_1_year,,92.9
2016,ill_3_m_m_r,age_vac_1_under_1_year,,86.6
2018,ill_3_m_m_r,age_vac_1_under_1_year,,75.2
2019,ill_3_m_m_r,age_vac_1_under_1_year,,74
2020,ill_3_m_m_r,age_vac_1_under_1_year,,81.2
2021,ill_3_m_m_r,age_vac_1_under_1_year,,45.6
2022,ill_3_m_m_r,age_vac_1_under_1_year,,75.2
2023,ill_3_m_m_r,age_vac_1_under_1_year,,13.5
2024,ill_3_m_m_r,age_vac_1_under_1_year,,77.9
2015,ill_3_m_m_r,age_vac_1_under_1_year,,77.4
2016,ill_3_m_m_r,age_vac_1_under_1_year,,73.4
2017,ill_3_m_m_r,age_vac_1_under_1_year,,64.1
2018,ill_3_m_m_r,age_vac_1_under_1_year,,66.7
2020,ill_3_m_m_r,age_vac_1_under_1_year,,64.7
2021,ill_3_m_m_r,age_vac_1_under_1_year,,54.8
2022,ill_3_m_m_r,age_vac_1_under_1_year,,66
2023,ill_3_m_m_r,age_vac_1_under_1_year,,32
2024,ill_3_m_m_r,age_vac_1_under_1_year,,78.6
2015,ill_3_m_m_r,age_vac_1_under_1_year,,90.1
2016,ill_3_m_m_r,age_vac_1_under_1_year,,89.7
2017,ill_3_m_m_r,age_vac_1_under_1_year,,93.2
2018,ill_3_m_m_r,age_vac_1_under_1_year,,91
2019,ill_3_m_m_r,age_vac_1_under_1_year,,79.7
2020,ill_3_m_m_r,age_vac_1_under_1_year,,78.3
2021,ill_3_m_m_r,age_vac_1_under_1_year,,44.5
2022,ill_3_m_m_r,age_vac_1_under_1_year,,83.5
2023,ill_3_m_m_r,age_vac_1_under_1_year,,53.4
2024,ill_3_m_m_r,age_vac_1_under_1_year,,90.2
2016,ill_3_m_m_r,age_vac_1_under_1_year,,97.9
2017,ill_3_m_m_r,age_vac_1_under_1_year,,92.3
2018,ill_3_m_m_r,age_vac_1_under_1_year,,92.3
2019,ill_3_m_m_r,age_vac_1_under_1_year,,93
2020,ill_3_m_m_r,age_vac_1_under_1_year,,85.4
2022,ill_3_m_m_r,age_vac_1_under_1_year,,62.3
2023,ill_3_m_m_r,age_vac_1_under_1_year,,19.3
2024,ill_3_m_m_r,age_vac_1_under_1_year,,89.3
2015,ill_3_m_m_r,age_vac_1_under_1_year,,91.9
2016,ill_3_m_m_r,age_vac_1_under_1_year,,85.2
2017,ill_3_m_m_r,age_vac_1_under_1_year,,94.6
2018,ill_3_m_m_r,age_vac_1_under_1_year,,89.5
2019,ill_3_m_m_r,age_vac_1_under_1_year,,85.8
2020,ill_3_m_m_r,age_vac_1_under_1_year,,77
2021,ill_3_m_m_r,age_vac_1_under_1_year,,93.3
2023,ill_3_m_m_r,age_vac_1_under_1_year,,28.4
2015,ill_3_m_m_r,age_vac_1_under_1_year,,72.3
2016,ill_3_m_m_r,age_vac_1_under_1_year,,65
2017,ill_3_m_m_r,age_vac_1_under_1_year,,62.6
2018,ill_3_m_m_r,age_vac_1_under_1_year,,58.1
2019,ill_3_m_m_r,age_vac_1_under_1_year,,74.1
2020,ill_3_m_m_r,age_vac_1_under_1_year,,65
2021,ill_3_m_m_r,age_vac_1_under_1_year,,55.4
2022,ill_3_m_m_r,age_vac_1_under_1_year,,61.5
2023,ill_3_m_m_r,age_vac_1_under_1_year,,35.1
2024,ill_3_m_m_r,age_vac_1_under_1_year,,83.2
2015,ill_3_m_m_r,age_vac_1_under_1_year,,93.2
2016,ill_3_m_m_r,age_vac_1_under_1_year,,94.8
2018,ill_3_m_m_r,age_vac_1_under_1_year,,93.2
2019,ill_3_m_m_r,age_vac_1_under_1_year,,94.6
2020,ill_3_m_m_r,age_vac_1_under_1_year,,96.2
2021,ill_3_m_m_r,age_vac_1_under_1_year,,89.9
2022,ill_3_m_m_r,age_vac_1_under_1_year,,92.7
2023,ill_3_m_m_r,age_vac_1_under_1_year,,77.9
2017,ill_3_m_m_r,age_vac_1_under_1_year,,59.1
2018,ill_3_m_m_r,age_vac_1_under_1_year,,59.6
2019,ill_3_m_m_r,age_vac_1_under_1_year,,68.9
2020,ill_3_m_m_r,age_vac_1_under_1_year,,68.6
2021,ill_3_m_m_r,age_vac_1_under_1_year,,50.5
2022,ill_3_m_m_r,age_vac_1_under_1_year,,63.8
2024,ill_3_m_m_r,age_vac_1_under_1_year,,75
2015,ill_3_m_m_r,age_vac_1_under_1_year,,92
2016,ill_3_m_m_r,age_vac_1_under_1_year,,92.7
2017,ill_3_m_m_r,age_vac_1_under_1_year,,92.2
2019,ill_3_m_m_r,age_vac_1_under_1_year,,89.8
2020,ill_3_m_m_r,age_vac_1_under_1_year,,92.1
2021,ill_3_m_m_r,age_vac_1_under_1_year,,58.7
2023,ill_3_m_m_r,age_vac_1_under_1_year,,76.8
2024,ill_3_m_m_r,age_vac_1_under_1_year,,91.2
2015,ill_3_m_m_r,age_vac_1_under_1_year,,83.6
2016,ill_3_m_m_r,age_vac_1_under_1_year,,72.8
2017,ill_3_m_m_r,age_vac_1_under_1_year,,79.7
2018,ill_3_m_m_r,age_vac_1_under_1_year,,80
2020,ill_3_m_m_r,age_vac_1_under_1_year,,69
2022,ill_3_m_m_r,age_vac_1_under_1_year,,76.4
2023,ill_3_m_m_r,age_vac_1_under_1_year,,51.8
2024,ill_3_m_m_r,age_vac_1_under_1_year,,78.5
2015,ill_3_m_m_r,age_vac_1_under_1_year,,95.5
2016,ill_3_m_m_r,age_vac_1_under_1_year,,92.4
2017,ill_3_m_m_r,age_vac_1_under_1_year,,92.4
2019,ill_3_m_m_r,age_vac_1_under_1_year,,94.1
2020,ill_3_m_m_r,age_vac_1_under_1_year,,93.6
2021,ill_3_m_m_r,age_vac_1_under_1_year,,71
2023,ill_3_m_m_r,age_vac_1_under_1_year,,78
2024,ill_3_m_m_r,age_vac_1_under_1_year,,88.9
2015,ill_3_m_m_r,age_vac_1_under_1_year,,73.2
2016,ill_3_m_m_r,age_vac_1_under_1_year,,77.7
2017,ill_3_m_m_r,age_vac_1_under_1_year,,68.5
2018,ill_3_m_m_r,age_vac_1_under_1_year,,74.8
2019,ill_3_m_m_r,age_vac_1_under_1_year,,71.2
2020,ill_3_m_m_r,age_vac_1_under_1_year,,80
2021,ill_3_m_m_r,age_vac_1_under_1_year,,53.5
2022,ill_3_m_m_r,age_vac_1_under_1_year,,73.7
2023,ill_3_m_m_r,age_vac_1_under_1_year,,56.7
2024,ill_3_m_m_r,age_vac_1_under_1_year,,85
2015,ill_3_m_m_r,age_vac_1_under_1_year,,73.8
2016,ill_3_m_m_r,age_vac_1_under_1_year,,82.2
2017,ill_3_m_m_r,age_vac_1_under_1_year,,78.1
2018,ill_3_m_m_r,age_vac_1_under_1_year,,83.3
2019,ill_3_m_m_r,age_vac_1_under_1_year,,72.6
2020,ill_3_m_m_r,age_vac_1_under_1_year,,80.2
2021,ill_3_m_m_r,age_vac_1_under_1_year,,52.2
2022,ill_3_m_m_r,age_vac_1_under_1_year,,80
2023,ill_3_m_m_r,age_vac_1_under_1_year,,40.8
2024,ill_3_m_m_r,age_vac_1_under_1_year,,87.7
2015,ill_3_m_m_r,age_vac_1_under_1_year,,80.8
2016,ill_3_m_m_r,age_vac_1_under_1_year,,70.8
2017,ill_3_m_m_r,age_vac_1_under_1_year,,89.2
2018,ill_3_m_m_r,age_vac_1_under_1_year,,86.6
2019,ill_3_m_m_r,age_vac_1_under_1_year,,79.2
2020,ill_3_m_m_r,age_vac_1_under_1_year,,67.4
2021,ill_3_m_m_r,age_vac_1_under_1_year,,78.2
2022,ill_3_m_m_r,age_vac_1_under_1_year,,80.4
2024,ill_3_m_m_r,age_vac_1_under_1_year,,79.8
2015,ill_3_m_m_r,age_vac_1_under_1_year,,89.9
2016,ill_3_m_m_r,age_vac_1_under_1_year,,87
2018,ill_3_m_m_r,age_vac_1_under_1_year,,85.3
2020,ill_3_m_m_r,age_vac_1_under_1_year,,81.9
2021,ill_3_m_m_r,age_vac_1_under_1_year,,57.5
2023,ill_3_m_m_r,age_vac_1_under_1_year,,43.2
2024,ill_3_m_m_r,age_vac_1_under_1_year,,79.9
2016,ill_3_m_m_r,age_vac_1_under_1_year,,84.1
2017,ill_3_m_m_r,age_vac_1_under_1_year,,91.6
2018,ill_3_m_m_r,age_vac_1_under_1_year,,89.9
2021,ill_3_m_m_r,age_vac_1_under_1_year,,67.7
2022,ill_3_m_m_r,age_vac_1_under_1_year,,81.7
2023,ill_3_m_m_r,age_vac_1_under_1_year,,59.1
2024,ill_3_m_m_r,age_vac_1_under_1_year,,92.1
2015,ill_3_m_m_r,age_vac_1_under_1_year,,77.2
2016,ill_3_m_m_r,age_vac_1_under_1_year,,73.1
2017,ill_3_m_m_r,age_vac_1_under_1_year,,65.2
2018,ill_3_m_m_r,age_vac_1_under_1_year,,61.3
2019,ill_3_m_m_r,age_vac_1_under_1_year,,72.4
2021,ill_3_m_m_r,age_vac_1_under_1_year,,53.1
2022,ill_3_m_m_r,age_vac_1_under_1_year,,68.3
2023,ill_3_m_m_r,age_vac_1_under_1_year,,34.6
2015,ill_3_m_m_r,age_vac_1_under_1_year,,93.6
2016,ill_3_m_m_r,age_vac_1_under_1_year,,87.6
2017,ill_3_m_m_r,age_vac_1_under_1_year,,94.1
2018,ill_3_m_m_r,age_vac_1_under_1_year,,97.3
2019,ill_3_m_m_r,age_vac_1_under_1_year,,84.5
2020,ill_3_m_m_r,age_vac_1_under_1_year,,78
2021,ill_3_m_m_r,age_vac_1_under_1_year,,70.3
2022,ill_3_m_m_r,age_vac_1_under_1_year,,56.1
2023,ill_3_m_m_r,age_vac_1_under_1_year,,32.5
2024,ill_3_m_m_r,age_vac_1_under_1_year,,81.4
2015,ill_3_m_m_r,age_vac_1_under_1_year,35_reg_Kyiv_city,94.2
2016,ill_3_m_m_r,age_vac_1_under_1_year,35_reg_Kyiv_city,99.2
2017,ill_3_m_m_r,age_vac_1_under_1_year,35_reg_Kyiv_city,92.6
2018,ill_3_m_m_r,age_vac_1_under_1_year,35_reg_Kyiv_city,98.7
2019,ill_3_m_m_r,age_vac_1_under_1_year,35_reg_Kyiv_city,93.2
2020,ill_3_m_m_r,age_vac_1_under_1_year,35_reg_Kyiv_city,98.7
2021,ill_3_m_m_r,age_vac_1_under_1_year,35_reg_Kyiv_city,78.4
2022,ill_3_m_m_r,age_vac_1_under_1_year,35_reg_Kyiv_city,99
2023,ill_3_m_m_r,age_vac_1_under_1_year,35_reg_Kyiv_city,82.8
2024,ill_3_m_m_r,age_vac_1_under_1_year,35_reg_Kyiv_city,99
2015,ill_3_m_m_r,age_vac_1_under_1_year,,80.1
2018,ill_3_m_m_r,age_vac_1_under_1_year,,76.1
2019,ill_3_m_m_r,age_vac_1_under_1_year,,80
2020,ill_3_m_m_r,age_vac_1_under_1_year,,77.8
2022,ill_3_m_m_r,age_vac_1_under_1_year,,79.6
2023,ill_3_m_m_r,age_vac_1_under_1_year,,45.4
2024,ill_3_m_m_r,age_vac_1_under_1_year,,90.9
2015,ill_3_m_m_r,age_vac_1_under_1_year,11_reg_Vinnytsya,80
2016,ill_3_m_m_r,age_vac_1_under_1_year,11_reg_Vinnytsya,78.1
2017,ill_3_m_m_r,age_vac_1_under_1_year,11_reg_Vinnytsya,73.8
2018,ill_3_m_m_r,age_vac_1_under_1_year,11_reg_Vinnytsya,67.9
2019,ill_3_m_m_r,age_vac_1_under_1_year,11_reg_Vinnytsya,72.6
2020,ill_3_m_m_r,age_vac_1_under_1_year,11_reg_Vinnytsya,72.8
2021,ill_3_m_m_r,age_vac_1_under_1_year,11_reg_Vinnytsya,60.4
2022,ill_3_m_m_r,age_vac_1_under_1_year,11_reg_Vinnytsya,71.1
2023,ill_3_m_m_r,age_vac_1_under_1_year,11_reg_Vinnytsya,48
2024,ill_3_m_m_r,age_vac_1_under_1_year,11_reg_Vinnytsya,86.2
2015,ill_3_m_m_r,age_vac_1_under_1_year,12_reg_Volyn,77.7
2016,ill_3_m_m_r,age_vac_1_under_1_year,12_reg_Volyn,73
2017,ill_3_m_m_r,age_vac_1_under_1_year,12_reg_Volyn,82.6
2018,ill_3_m_m_r,age_vac_1_under_1_year,12_reg_Volyn,75.5
2019,ill_3_m_m_r,age_vac_1_under_1_year,12_reg_Volyn,75.1
2020,ill_3_m_m_r,age_vac_1_under_1_year,12_reg_Volyn,73.3
2021,ill_3_m_m_r,age_vac_1_under_1_year,12_reg_Volyn,79.2
2022,ill_3_m_m_r,age_vac_1_under_1_year,12_reg_Volyn,78.4
2023,ill_3_m_m_r,age_vac_1_under_1_year,12_reg_Volyn,31.3
2024,ill_3_m_m_r,age_vac_1_under_1_year,12_reg_Volyn,78.3
2015,ill_3_m_m_r,age_vac_1_under_1_year,13_reg_Dnipropetrovsk,78.9
2016,ill_3_m_m_r,age_vac_1_under_1_year,13_reg_Dnipropetrovsk,83.7
2017,ill_3_m_m_r,age_vac_1_under_1_year,13_reg_Dnipropetrovsk,80.2
2018,ill_3_m_m_r,age_vac_1_under_1_year,13_reg_Dnipropetrovsk,71.2
2019,ill_3_m_m_r,age_vac_1_under_1_year,13_reg_Dnipropetrovsk,78.6
2020,ill_3_m_m_r,age_vac_1_under_1_year,13_reg_Dnipropetrovsk,79.2
2021,ill_3_m_m_r,age_vac_1_under_1_year,13_reg_Dnipropetrovsk,71.6
2022,ill_3_m_m_r,age_vac_1_under_1_year,13_reg_Dnipropetrovsk,72.6
2023,ill_3_m_m_r,age_vac_1_under_1_year,13_reg_Dnipropetrovsk,20.7
2024,ill_3_m_m_r,age_vac_1_under_1_year,13_reg_Dnipropetrovsk,97.8
2015,ill_3_m_m_r,age_vac_1_under_1_year,,81.3
2016,ill_3_m_m_r,age_vac_1_under_1_year,,69.6
2018,ill_3_m_m_r,age_vac_1_under_1_year,,73.7
2019,ill_3_m_m_r,age_vac_1_under_1_year,,82.8
2020,ill_3_m_m_r,age_vac_1_under_1_year,,68.8
2021,ill_3_m_m_r,age_vac_1_under_1_year,,72.8
2022,ill_3_m_m_r,age_vac_1_under_1_year,,82.6
2023,ill_3_m_m_r,age_vac_1_under_1_year,,48.7
2024,ill_3_m_m_r,age_vac_1_under_1_year,,86.3
2016,ill_3_m_m_r,age_vac_1_under_1_year,,86.8
2017,ill_3_m_m_r,age_vac_1_under_1_year,,77.4
2018,ill_3_m_m_r,age_vac_1_under_1_year,,78.2
2019,ill_3_m_m_r,age_vac_1_under_1_year,,82.2
2020,ill_3_m_m_r,age_vac_1_under_1_year,,81.7
2021,ill_3_m_m_r,age_vac_1_under_1_year,,75.7
2022,ill_3_m_m_r,age_vac_1_under_1_year,,80.5
2023,ill_3_m_m_r,age_vac_1_under_1_year,,25
2024,ill_3_m_m_r,age_vac_1_under_1_year,,92.3
2015,ill_3_m_m_r,age_vac_1_under_1_year,,68.5
2016,ill_3_m_m_r,age_vac_1_under_1_year,,67.7
2017,ill_3_m_m_r,age_vac_1_under_1_year,,67.8
2018,ill_3_m_m_r,age_vac_1_under_1_year,,75.5
2019,ill_3_m_m_r,age_vac_1_under_1_year,,65.5
2020,ill_3_m_m_r,age_vac_1_under_1_year,,59.5
2021,ill_3_m_m_r,age_vac_1_under_1_year,,50.2
2022,ill_3_m_m_r,age_vac_1_under_1_year,,67.6
2023,ill_3_m_m_r,age_vac_1_under_1_year,,24.9
2024,ill_3_m_m_r,age_vac_1_under_1_year,,71.2
2015,ill_3_m_m_r,age_vac_1_under_1_year,,74.7
2017,ill_3_m_m_r,age_vac_1_under_1_year,,75.2
